İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
E09A031,20.01.2015,30.2,37.51,30.7939
E09A031,21.01.2015,27.7,37.51,30.7939
E09A031,22.01.2015,27.7,37.51,30.7939
E09A031,23.01.2015,27.7,37.51,30.7939
E09A031,24.01.2015,27.7,37.51,30.7939
E09A031,25.01.2015,27.7,37.51,30.7939
E09A031,26.01.2015,27.7,37.51,30.7939
E09A031,27.01.2015,27.7,37.51,30.7939
E09A031,28.01.2015,27.7,37.51,30.7939
E09A031,29.01.2015,21.7,37.51,30.7939
E09A031,30.01.2015,19.8,37.51,30.7939
E09A031,31.01.2015,27.7,37.51,30.7939
E09A031,01.02.2015,49.1,37.51,30.7939
E09A031,02.02.2015,41.1,37.51,30.7939
E09A031,03.02.2015,63.0,37.51,30.7939
E09A031,04.02.2015,36.8,37.51,30.7939
E09A031,05.02.2015,30.2,37.51,30.7939
E09A031,06.02.2015,27.7,37.51,30.7939
E09A031,07.02.2015,25.4,37.51,30.7939
E09A031,08.02.2015,23.8,37.51,30.7939
E09A031,09.02.2015,25.4,37.51,30.7939
E09A031,10.02.2015,39.3,37.51,30.7939
E09A031,11.02.2015,39.3,37.51,30.7939
E09A031,12.02.2015,36.8,37.51,30.7939
E09A031,13.02.2015,34.5,37.51,30.7939
E09A031,14.02.2015,32.2,37.51,30.7939
E09A031,15.02.2015,32.2,37.51,30.7939
E09A031,16.02.2015,32.2,37.51,30.7939
E09A031,17.02.2015,30.2,37.51,30.7939
E09A031,18.02.2015,30.2,37.51,30.7939
E09A031,19.02.2015,30.2,37.51,30.7939
E09A031,20.02.2015,30.2,37.51,30.7939
E09A031,21.02.2015,27.7,37.51,30.7939
E09A031,22.02.2015,27.7,37.51,30.7939
E09A031,23.02.2015,27.7,37.51,30.7939
E09A031,24.02.2015,32.2,37.51,30.7939
E09A031,25.02.2015,34.5,37.51,30.7939
E09A031,26.02.2015,39.3,37.51,30.7939
E09A031,27.02.2015,36.8,37.51,30.7939
E09A031,28.02.2015,43.8,37.51,30.7939
E09A031,01.03.2015,39.3,37.51,30.7939
E09A031,02.03.2015,34.5,37.51,30.7939
E09A031,03.03.2015,34.5,37.51,30.7939
E09A031,04.03.2015,32.2,37.51,30.7939
E09A031,05.03.2015,30.2,37.51,30.7939
E09A031,06.03.2015,27.7,37.51,30.7939
E09A031,07.03.2015,27.7,37.51,30.7939
E09A031,08.03.2015,27.7,37.51,30.7939
E09A031,09.03.2015,27.7,37.51,30.7939
E09A031,10.03.2015,27.7,37.51,30.7939
E09A031,11.03.2015,25.4,37.51,30.7939
E09A031,12.03.2015,25.4,37.51,30.7939
E09A031,13.03.2015,25.4,37.51,30.7939
E09A031,14.03.2015,30.2,37.51,30.7939
E09A031,15.03.2015,27.7,37.51,30.7939
E09A031,16.03.2015,25.4,37.51,30.7939
E09A031,17.03.2015,25.4,37.51,30.7939
E09A031,18.03.2015,25.4,37.51,30.7939
E09A031,19.03.2015,25.4,37.51,30.7939
E09A031,20.03.2015,25.4,37.51,30.7939
E09A031,21.03.2015,23.8,37.51,30.7939
E09A031,22.03.2015,23.8,37.51,30.7939
E09A031,23.03.2015,23.8,37.51,30.7939
E09A031,24.03.2015,21.7,37.51,30.7939
E09A031,25.03.2015,21.7,37.51,30.7939
E09A031,26.03.2015,21.7,37.51,30.7939
E09A031,27.03.2015,19.8,37.51,30.7939
E09A031,28.03.2015,113.0,37.51,30.7939
E09A031,29.03.2015,63.0,37.51,30.7939
E09A031,30.03.2015,52.4,37.51,30.7939
E09A031,31.03.2015,47.0,37.51,30.7939
E09A031,01.04.2015,43.8,37.51,30.7939
E09A031,02.04.2015,41.1,37.51,30.7939
E09A031,03.04.2015,36.8,37.51,30.7939
E09A031,04.04.2015,32.2,37.51,30.7939
E09A031,05.04.2015,30.2,37.51,30.7939
E09A031,06.04.2015,30.2,37.51,30.7939
E09A031,07.04.2015,32.2,37.51,30.7939
E09A031,08.04.2015,30.2,37.51,30.7939
E09A031,09.04.2015,36.8,37.51,30.7939
E09A031,10.04.2015,30.2,37.51,30.7939
E09A031,11.04.2015,27.7,37.51,30.7939
E09A031,12.04.2015,27.7,37.51,30.7939
E09A031,13.04.2015,27.7,37.51,30.7939
E09A031,14.04.2015,27.7,37.51,30.7939
E09A031,15.04.2015,27.7,37.51,30.7939
E09A031,16.04.2015,27.7,37.51,30.7939
E09A031,17.04.2015,25.4,37.51,30.7939
E09A031,18.04.2015,23.8,37.51,30.7939
E09A031,19.04.2015,21.7,37.51,30.7939
E09A031,20.04.2015,21.7,37.51,30.7939
E09A031,21.04.2015,23.8,37.51,30.7939
E09A031,22.04.2015,19.8,37.51,30.7939
E09A031,23.04.2015,21.7,37.51,30.7939
E09A031,24.04.2015,17.8,37.51,30.7939
E09A031,25.04.2015,19.8,37.51,30.7939
E09A031,26.04.2015,17.8,37.51,30.7939
E09A031,27.04.2015,19.8,37.51,30.7939
E09A031,28.04.2015,19.8,37.51,30.7939
E09A031,29.04.2015,19.8,37.51,30.7939
E09A031,30.04.2015,17.8,37.51,30.7939
E09A031,01.05.2015,17.8,37.51,30.7939
E09A031,02.05.2015,17.8,37.51,30.7939
E09A031,03.05.2015,17.8,37.51,30.7939
E09A031,04.05.2015,17.8,37.51,30.7939
E09A031,05.05.2015,17.8,37.51,30.7939
E09A031,06.05.2015,17.8,37.51,30.7939
E09A031,07.05.2015,15.9,37.51,30.7939
E09A031,08.05.2015,14.5,37.51,30.7939
E09A031,09.05.2015,15.9,37.51,30.7939
E09A031,10.05.2015,15.9,37.51,30.7939
E09A031,11.05.2015,21.7,37.51,30.7939
E09A031,12.05.2015,19.8,37.51,30.7939
E09A031,13.05.2015,19.8,37.51,30.7939
E09A031,14.05.2015,19.8,37.51,30.7939
E09A031,15.05.2015,17.8,37.51,30.7939
E09A031,16.05.2015,15.9,37.51,30.7939
E09A031,17.05.2015,15.9,37.51,30.7939
E09A031,18.05.2015,14.5,37.51,30.7939
E09A031,19.05.2015,14.5,37.51,30.7939
E09A031,20.05.2015,13.0,37.51,30.7939
E09A031,21.05.2015,13.0,37.51,30.7939
E09A031,22.05.2015,11.4,37.51,30.7939
E09A031,23.05.2015,11.4,37.51,30.7939
E09A031,24.05.2015,9.93,37.51,30.7939
E09A031,25.05.2015,8.69,37.51,30.7939
E09A031,26.05.2015,8.69,37.51,30.7939
E09A031,27.05.2015,8.69,37.51,30.7939
E09A031,28.05.2015,9.93,37.51,30.7939
E09A031,29.05.2015,9.93,37.51,30.7939
E09A031,30.05.2015,9.93,37.51,30.7939
E09A031,31.05.2015,9.93,37.51,30.7939
E09A031,01.06.2015,9.93,37.51,30.7939
E09A031,02.06.2015,9.93,37.51,30.7939
E09A031,03.06.2015,15.9,37.51,30.7939
E09A031,04.06.2015,23.8,37.51,30.7939
E09A031,05.06.2015,23.8,37.51,30.7939
E09A031,06.06.2015,23.8,37.51,30.7939
E09A031,07.06.2015,21.7,37.51,30.7939
E09A031,08.06.2015,21.7,37.51,30.7939
E09A031,09.06.2015,21.7,37.51,30.7939
E09A031,10.06.2015,21.7,37.51,30.7939
E09A031,11.06.2015,21.7,37.51,30.7939
E09A031,12.06.2015,21.7,37.51,30.7939
E09A031,13.06.2015,21.7,37.51,30.7939
E09A031,14.06.2015,19.8,37.51,30.7939
E09A031,15.06.2015,19.8,37.51,30.7939
E09A031,16.06.2015,19.8,37.51,30.7939
E09A031,17.06.2015,19.8,37.51,30.7939
E09A031,18.06.2015,17.8,37.51,30.7939
E09A031,19.06.2015,17.8,37.51,30.7939
E09A031,20.06.2015,17.8,37.51,30.7939
E09A031,21.06.2015,17.8,37.51,30.7939
E09A031,22.06.2015,27.7,37.51,30.7939
E09A031,23.06.2015,23.8,37.51,30.7939
E09A031,24.06.2015,27.7,37.51,30.7939
E09A031,25.06.2015,21.7,37.51,30.7939
E09A031,26.06.2015,19.8,37.51,30.7939
E09A031,27.06.2015,19.8,37.51,30.7939
E09A031,28.06.2015,19.8,37.51,30.7939
E09A031,29.06.2015,17.8,37.51,30.7939
E09A031,30.06.2015,17.8,37.51,30.7939
E09A031,01.07.2015,19.8,37.51,30.7939
E09A031,02.07.2015,19.8,37.51,30.7939
E09A031,03.07.2015,11.4,37.51,30.7939
E09A031,04.07.2015,9.93,37.51,30.7939
E09A031,05.07.2015,9.93,37.51,30.7939
E09A031,06.07.2015,9.93,37.51,30.7939
E09A031,07.07.2015,8.69,37.51,30.7939
E09A031,08.07.2015,11.4,37.51,30.7939
E09A031,09.07.2015,11.4,37.51,30.7939
E09A031,10.07.2015,11.4,37.51,30.7939
E09A031,11.07.2015,11.4,37.51,30.7939
E09A031,12.07.2015,11.4,37.51,30.7939
E09A031,13.07.2015,6.33,37.51,30.7939
E09A031,14.07.2015,6.33,37.51,30.7939
E09A031,15.07.2015,6.33,37.51,30.7939
E09A031,16.07.2015,6.33,37.51,30.7939
E09A031,17.07.2015,6.33,37.51,30.7939
E09A031,18.07.2015,6.33,37.51,30.7939
E09A031,19.07.2015,6.33,37.51,30.7939
E09A031,20.07.2015,6.33,37.51,30.7939
E09A031,21.07.2015,6.33,37.51,30.7939
E09A031,22.07.2015,6.33,37.51,30.7939
E09A031,23.07.2015,6.33,37.51,30.7939
E09A031,24.07.2015,6.33,37.51,30.7939
E09A031,25.07.2015,6.33,37.51,30.7939
E09A031,26.07.2015,6.33,37.51,30.7939
E09A031,27.07.2015,6.33,37.51,30.7939
E09A031,28.07.2015,6.33,37.51,30.7939
E09A031,29.07.2015,6.33,37.51,30.7939
E09A031,30.07.2015,6.33,37.51,30.7939
E09A031,31.07.2015,6.33,37.51,30.7939
E09A031,01.08.2015,6.33,37.51,30.7939
E09A031,02.08.2015,7.42,37.51,30.7939
E09A031,03.08.2015,7.42,37.51,30.7939
E09A031,04.08.2015,7.42,37.51,30.7939
E09A031,05.08.2015,8.69,37.51,30.7939
E09A031,06.08.2015,8.69,37.51,30.7939
E09A031,07.08.2015,8.69,37.51,30.7939
E09A031,08.08.2015,8.69,37.51,30.7939
E09A031,09.08.2015,8.69,37.51,30.7939
E09A031,10.08.2015,7.42,37.51,30.7939
E09A031,11.08.2015,6.33,37.51,30.7939
E09A031,12.08.2015,6.33,37.51,30.7939
E09A031,13.08.2015,6.33,37.51,30.7939
E09A031,14.08.2015,6.33,37.51,30.7939
E09A031,15.08.2015,6.33,37.51,30.7939
E09A031,16.08.2015,6.33,37.51,30.7939
E09A031,17.08.2015,7.42,37.51,30.7939
E09A031,18.08.2015,7.42,37.51,30.7939
E09A031,19.08.2015,7.42,37.51,30.7939
E09A031,20.08.2015,7.42,37.51,30.7939
E09A031,21.08.2015,7.42,37.51,30.7939
E09A031,22.08.2015,6.33,37.51,30.7939
E09A031,23.08.2015,3.72,37.51,30.7939
E09A031,24.08.2015,5.42,37.51,30.7939
E09A031,25.08.2015,6.33,37.51,30.7939
E09A031,26.08.2015,6.33,37.51,30.7939
E09A031,27.08.2015,6.33,37.51,30.7939
E09A031,28.08.2015,6.33,37.51,30.7939
E09A031,29.08.2015,6.33,37.51,30.7939
E09A031,30.08.2015,5.42,37.51,30.7939
E09A031,31.08.2015,4.55,37.51,30.7939
E09A031,01.09.2015,4.55,37.51,30.7939
E09A031,02.09.2015,3.72,37.51,30.7939
E09A031,03.09.2015,3.03,37.51,30.7939
E09A031,04.09.2015,3.72,37.51,30.7939
E09A031,05.09.2015,3.72,37.51,30.7939
E09A031,06.09.2015,3.03,37.51,30.7939
E09A031,07.09.2015,3.03,37.51,30.7939
E09A031,08.09.2015,3.72,37.51,30.7939
E09A031,09.09.2015,3.72,37.51,30.7939
E09A031,10.09.2015,4.55,37.51,30.7939
E09A031,11.09.2015,3.72,37.51,30.7939
E09A031,12.09.2015,3.72,37.51,30.7939
E09A031,13.09.2015,3.72,37.51,30.7939
E09A031,14.09.2015,3.72,37.51,30.7939
E09A031,15.09.2015,4.55,37.51,30.7939
E09A031,16.09.2015,4.55,37.51,30.7939
E09A031,17.09.2015,4.55,37.51,30.7939
E09A031,18.09.2015,4.55,37.51,30.7939
E09A031,19.09.2015,5.42,37.51,30.7939
E09A031,20.09.2015,5.42,37.51,30.7939
E09A031,21.09.2015,5.42,37.51,30.7939
E09A031,22.09.2015,6.33,37.51,30.7939
E09A031,23.09.2015,6.33,37.51,30.7939
E09A031,24.09.2015,1.88,37.51,30.7939
E09A031,25.09.2015,1.43,37.51,30.7939
E09A031,26.09.2015,1.09,37.51,30.7939
E09A031,27.09.2015,1.09,37.51,30.7939
E09A031,28.09.2015,1.09,37.51,30.7939
E09A031,29.09.2015,1.09,37.51,30.7939
E09A031,30.09.2015,3.72,37.51,30.7939
