İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A134,10.11.2014,0.419,37.8253,30.9486
D09A134,11.11.2014,0.419,37.8253,30.9486
D09A134,12.11.2014,0.419,37.8253,30.9486
D09A134,13.11.2014,0.23,37.8253,30.9486
D09A134,14.11.2014,0.15,37.8253,30.9486
D09A134,15.11.2014,0.15,37.8253,30.9486
D09A134,16.11.2014,0.15,37.8253,30.9486
D09A134,17.11.2014,0.15,37.8253,30.9486
D09A134,18.11.2014,0.15,37.8253,30.9486
D09A134,19.11.2014,0.15,37.8253,30.9486
D09A134,20.11.2014,0.293,37.8253,30.9486
D09A134,21.11.2014,0.23,37.8253,30.9486
D09A134,22.11.2014,0.19,37.8253,30.9486
D09A134,23.11.2014,0.15,37.8253,30.9486
D09A134,24.11.2014,0.15,37.8253,30.9486
D09A134,25.11.2014,0.15,37.8253,30.9486
D09A134,26.11.2014,0.19,37.8253,30.9486
D09A134,27.11.2014,0.19,37.8253,30.9486
D09A134,28.11.2014,0.19,37.8253,30.9486
D09A134,29.11.2014,0.15,37.8253,30.9486
D09A134,30.11.2014,0.15,37.8253,30.9486
D09A134,01.12.2014,0.15,37.8253,30.9486
D09A134,02.12.2014,0.15,37.8253,30.9486
D09A134,03.12.2014,0.15,37.8253,30.9486
D09A134,04.12.2014,0.15,37.8253,30.9486
D09A134,05.12.2014,0.15,37.8253,30.9486
D09A134,06.12.2014,0.15,37.8253,30.9486
D09A134,07.12.2014,0.15,37.8253,30.9486
D09A134,08.12.2014,0.15,37.8253,30.9486
D09A134,09.12.2014,2.41,37.8253,30.9486
D09A134,10.12.2014,1.78,37.8253,30.9486
D09A134,11.12.2014,1.3,37.8253,30.9486
D09A134,12.12.2014,3.03,37.8253,30.9486
D09A134,13.12.2014,2.14,37.8253,30.9486
D09A134,14.12.2014,0.934,37.8253,30.9486
D09A134,15.12.2014,0.797,37.8253,30.9486
D09A134,16.12.2014,0.671,37.8253,30.9486
D09A134,17.12.2014,0.608,37.8253,30.9486
D09A134,18.12.2014,0.86,37.8253,30.9486
D09A134,19.12.2014,0.734,37.8253,30.9486
D09A134,20.12.2014,0.608,37.8253,30.9486
D09A134,21.12.2014,0.545,37.8253,30.9486
D09A134,22.12.2014,0.545,37.8253,30.9486
D09A134,23.12.2014,0.482,37.8253,30.9486
D09A134,24.12.2014,0.482,37.8253,30.9486
D09A134,25.12.2014,0.419,37.8253,30.9486
D09A134,26.12.2014,0.419,37.8253,30.9486
D09A134,27.12.2014,0.934,37.8253,30.9486
D09A134,28.12.2014,1.78,37.8253,30.9486
D09A134,29.12.2014,1.38,37.8253,30.9486
D09A134,30.12.2014,2.71,37.8253,30.9486
D09A134,31.12.2014,7.54,37.8253,30.9486
D09A134,01.01.2015,4.78,37.8253,30.9486
D09A134,02.01.2015,2.61,37.8253,30.9486
D09A134,03.01.2015,1.87,37.8253,30.9486
D09A134,04.01.2015,1.38,37.8253,30.9486
D09A134,05.01.2015,1.87,37.8253,30.9486
D09A134,06.01.2015,1.69,37.8253,30.9486
D09A134,07.01.2015,1.38,37.8253,30.9486
D09A134,08.01.2015,1.23,37.8253,30.9486
D09A134,09.01.2015,1.08,37.8253,30.9486
D09A134,10.01.2015,1.01,37.8253,30.9486
D09A134,11.01.2015,1.01,37.8253,30.9486
D09A134,12.01.2015,2.32,37.8253,30.9486
D09A134,13.01.2015,7.67,37.8253,30.9486
D09A134,14.01.2015,4.78,37.8253,30.9486
D09A134,15.01.2015,3.67,37.8253,30.9486
D09A134,16.01.2015,3.24,37.8253,30.9486
D09A134,17.01.2015,2.61,37.8253,30.9486
D09A134,18.01.2015,2.23,37.8253,30.9486
D09A134,19.01.2015,2.14,37.8253,30.9486
D09A134,20.01.2015,2.05,37.8253,30.9486
D09A134,21.01.2015,1.96,37.8253,30.9486
D09A134,22.01.2015,1.78,37.8253,30.9486
D09A134,23.01.2015,1.69,37.8253,30.9486
D09A134,24.01.2015,1.87,37.8253,30.9486
D09A134,25.01.2015,1.87,37.8253,30.9486
D09A134,26.01.2015,1.6,37.8253,30.9486
D09A134,27.01.2015,1.53,37.8253,30.9486
D09A134,28.01.2015,1.78,37.8253,30.9486
D09A134,29.01.2015,1.6,37.8253,30.9486
D09A134,30.01.2015,1.53,37.8253,30.9486
D09A134,31.01.2015,2.5,37.8253,30.9486
D09A134,01.02.2015,3.45,37.8253,30.9486
D09A134,02.02.2015,3.03,37.8253,30.9486
D09A134,03.02.2015,4.91,37.8253,30.9486
D09A134,04.02.2015,2.82,37.8253,30.9486
D09A134,05.02.2015,2.23,37.8253,30.9486
D09A134,06.02.2015,2.05,37.8253,30.9486
D09A134,07.02.2015,1.87,37.8253,30.9486
D09A134,08.02.2015,1.69,37.8253,30.9486
D09A134,09.02.2015,1.69,37.8253,30.9486
D09A134,10.02.2015,2.32,37.8253,30.9486
D09A134,11.02.2015,2.14,37.8253,30.9486
D09A134,12.02.2015,1.78,37.8253,30.9486
D09A134,13.02.2015,1.78,37.8253,30.9486
D09A134,14.02.2015,1.6,37.8253,30.9486
D09A134,15.02.2015,1.6,37.8253,30.9486
D09A134,16.02.2015,1.69,37.8253,30.9486
D09A134,17.02.2015,1.53,37.8253,30.9486
D09A134,18.02.2015,1.38,37.8253,30.9486
D09A134,19.02.2015,1.3,37.8253,30.9486
D09A134,20.02.2015,1.3,37.8253,30.9486
D09A134,21.02.2015,1.3,37.8253,30.9486
D09A134,22.02.2015,1.3,37.8253,30.9486
D09A134,23.02.2015,1.38,37.8253,30.9486
D09A134,24.02.2015,1.87,37.8253,30.9486
D09A134,25.02.2015,2.82,37.8253,30.9486
D09A134,26.02.2015,2.71,37.8253,30.9486
D09A134,27.02.2015,2.23,37.8253,30.9486
D09A134,28.02.2015,5.7,37.8253,30.9486
D09A134,01.03.2015,4.04,37.8253,30.9486
D09A134,02.03.2015,3.03,37.8253,30.9486
D09A134,03.03.2015,2.61,37.8253,30.9486
D09A134,04.03.2015,2.32,37.8253,30.9486
D09A134,05.03.2015,2.05,37.8253,30.9486
D09A134,06.03.2015,1.87,37.8253,30.9486
D09A134,07.03.2015,1.69,37.8253,30.9486
D09A134,08.03.2015,1.69,37.8253,30.9486
D09A134,09.03.2015,1.69,37.8253,30.9486
D09A134,10.03.2015,1.69,37.8253,30.9486
D09A134,11.03.2015,1.6,37.8253,30.9486
D09A134,12.03.2015,1.53,37.8253,30.9486
D09A134,13.03.2015,1.6,37.8253,30.9486
D09A134,14.03.2015,2.71,37.8253,30.9486
D09A134,15.03.2015,2.5,37.8253,30.9486
D09A134,16.03.2015,1.96,37.8253,30.9486
D09A134,17.03.2015,1.53,37.8253,30.9486
D09A134,18.03.2015,1.53,37.8253,30.9486
D09A134,19.03.2015,1.53,37.8253,30.9486
D09A134,20.03.2015,1.45,37.8253,30.9486
D09A134,21.03.2015,1.45,37.8253,30.9486
D09A134,22.03.2015,1.6,37.8253,30.9486
D09A134,23.03.2015,1.45,37.8253,30.9486
D09A134,24.03.2015,1.38,37.8253,30.9486
D09A134,25.03.2015,1.3,37.8253,30.9486
D09A134,26.03.2015,1.3,37.8253,30.9486
D09A134,27.03.2015,2.05,37.8253,30.9486
D09A134,28.03.2015,9.04,37.8253,30.9486
D09A134,29.03.2015,5.3,37.8253,30.9486
D09A134,30.03.2015,5.17,37.8253,30.9486
D09A134,31.03.2015,4.29,37.8253,30.9486
D09A134,01.04.2015,3.24,37.8253,30.9486
D09A134,02.04.2015,2.92,37.8253,30.9486
D09A134,03.04.2015,2.61,37.8253,30.9486
D09A134,04.04.2015,2.23,37.8253,30.9486
D09A134,05.04.2015,1.96,37.8253,30.9486
D09A134,06.04.2015,1.87,37.8253,30.9486
D09A134,07.04.2015,2.14,37.8253,30.9486
D09A134,08.04.2015,1.96,37.8253,30.9486
D09A134,09.04.2015,2.82,37.8253,30.9486
D09A134,10.04.2015,2.92,37.8253,30.9486
D09A134,11.04.2015,2.82,37.8253,30.9486
D09A134,12.04.2015,2.92,37.8253,30.9486
D09A134,13.04.2015,2.41,37.8253,30.9486
D09A134,14.04.2015,2.05,37.8253,30.9486
D09A134,15.04.2015,1.96,37.8253,30.9486
D09A134,16.04.2015,1.78,37.8253,30.9486
D09A134,17.04.2015,1.69,37.8253,30.9486
D09A134,18.04.2015,1.53,37.8253,30.9486
D09A134,19.04.2015,1.53,37.8253,30.9486
D09A134,20.04.2015,1.45,37.8253,30.9486
D09A134,21.04.2015,1.45,37.8253,30.9486
D09A134,22.04.2015,1.38,37.8253,30.9486
D09A134,23.04.2015,1.38,37.8253,30.9486
D09A134,24.04.2015,1.3,37.8253,30.9486
D09A134,25.04.2015,1.3,37.8253,30.9486
D09A134,26.04.2015,1.3,37.8253,30.9486
D09A134,27.04.2015,1.38,37.8253,30.9486
D09A134,28.04.2015,1.38,37.8253,30.9486
D09A134,29.04.2015,1.38,37.8253,30.9486
D09A134,30.04.2015,1.38,37.8253,30.9486
D09A134,01.05.2015,1.38,37.8253,30.9486
D09A134,02.05.2015,1.45,37.8253,30.9486
D09A134,03.05.2015,1.38,37.8253,30.9486
D09A134,04.05.2015,1.38,37.8253,30.9486
D09A134,05.05.2015,1.3,37.8253,30.9486
D09A134,06.05.2015,1.3,37.8253,30.9486
D09A134,07.05.2015,1.23,37.8253,30.9486
D09A134,08.05.2015,1.23,37.8253,30.9486
D09A134,09.05.2015,1.16,37.8253,30.9486
D09A134,10.05.2015,1.08,37.8253,30.9486
D09A134,11.05.2015,1.01,37.8253,30.9486
D09A134,12.05.2015,0.934,37.8253,30.9486
D09A134,13.05.2015,0.86,37.8253,30.9486
D09A134,14.05.2015,0.797,37.8253,30.9486
D09A134,15.05.2015,0.797,37.8253,30.9486
D09A134,16.05.2015,0.86,37.8253,30.9486
D09A134,17.05.2015,0.86,37.8253,30.9486
D09A134,18.05.2015,0.86,37.8253,30.9486
D09A134,19.05.2015,0.797,37.8253,30.9486
D09A134,20.05.2015,0.797,37.8253,30.9486
D09A134,21.05.2015,0.797,37.8253,30.9486
D09A134,22.05.2015,0.797,37.8253,30.9486
D09A134,23.05.2015,0.734,37.8253,30.9486
D09A134,24.05.2015,0.734,37.8253,30.9486
D09A134,25.05.2015,0.734,37.8253,30.9486
D09A134,26.05.2015,0.671,37.8253,30.9486
D09A134,27.05.2015,0.671,37.8253,30.9486
D09A134,28.05.2015,0.608,37.8253,30.9486
D09A134,29.05.2015,0.608,37.8253,30.9486
D09A134,30.05.2015,0.545,37.8253,30.9486
D09A134,31.05.2015,0.545,37.8253,30.9486
D09A134,01.06.2015,0.545,37.8253,30.9486
D09A134,02.06.2015,0.545,37.8253,30.9486
D09A134,03.06.2015,0.545,37.8253,30.9486
D09A134,04.06.2015,0.482,37.8253,30.9486
D09A134,05.06.2015,0.482,37.8253,30.9486
D09A134,06.06.2015,0.482,37.8253,30.9486
D09A134,07.06.2015,0.482,37.8253,30.9486
D09A134,08.06.2015,0.419,37.8253,30.9486
D09A134,09.06.2015,0.419,37.8253,30.9486
D09A134,10.06.2015,0.419,37.8253,30.9486
D09A134,11.06.2015,0.356,37.8253,30.9486
D09A134,12.06.2015,0.419,37.8253,30.9486
D09A134,13.06.2015,0.419,37.8253,30.9486
D09A134,14.06.2015,0.356,37.8253,30.9486
D09A134,15.06.2015,0.293,37.8253,30.9486
D09A134,16.06.2015,0.293,37.8253,30.9486
D09A134,17.06.2015,0.293,37.8253,30.9486
D09A134,18.06.2015,0.23,37.8253,30.9486
D09A134,19.06.2015,0.293,37.8253,30.9486
D09A134,20.06.2015,0.293,37.8253,30.9486
D09A134,21.06.2015,0.482,37.8253,30.9486
D09A134,22.06.2015,0.356,37.8253,30.9486
D09A134,23.06.2015,0.356,37.8253,30.9486
D09A134,24.06.2015,0.356,37.8253,30.9486
D09A134,25.06.2015,0.293,37.8253,30.9486
D09A134,26.06.2015,0.293,37.8253,30.9486
D09A134,27.06.2015,0.293,37.8253,30.9486
D09A134,28.06.2015,0.293,37.8253,30.9486
D09A134,29.06.2015,0.23,37.8253,30.9486
D09A134,30.06.2015,0.23,37.8253,30.9486
D09A134,01.07.2015,0.23,37.8253,30.9486
D09A134,02.07.2015,0.23,37.8253,30.9486
D09A134,03.07.2015,0.23,37.8253,30.9486
D09A134,04.07.2015,0.23,37.8253,30.9486
D09A134,05.07.2015,0.19,37.8253,30.9486
D09A134,06.07.2015,0.19,37.8253,30.9486
D09A134,07.07.2015,0.15,37.8253,30.9486
D09A134,08.07.2015,0.15,37.8253,30.9486
D09A134,09.07.2015,0.15,37.8253,30.9486
D09A134,10.07.2015,0.15,37.8253,30.9486
D09A134,11.07.2015,0.15,37.8253,30.9486
D09A134,12.07.2015,0.19,37.8253,30.9486
D09A134,13.07.2015,0.15,37.8253,30.9486
D09A134,14.07.2015,0.15,37.8253,30.9486
D09A134,15.07.2015,0.15,37.8253,30.9486
D09A134,16.07.2015,0.15,37.8253,30.9486
D09A134,17.07.2015,0.15,37.8253,30.9486
D09A134,18.07.2015,0.11,37.8253,30.9486
D09A134,19.07.2015,0.11,37.8253,30.9486
D09A134,20.07.2015,0.11,37.8253,30.9486
D09A134,21.07.2015,0.11,37.8253,30.9486
D09A134,22.07.2015,0.11,37.8253,30.9486
D09A134,23.07.2015,0.11,37.8253,30.9486
D09A134,24.07.2015,0.11,37.8253,30.9486
D09A134,25.07.2015,0.11,37.8253,30.9486
D09A134,26.07.2015,0.11,37.8253,30.9486
D09A134,27.07.2015,0.11,37.8253,30.9486
D09A134,28.07.2015,0.11,37.8253,30.9486
D09A134,29.07.2015,0.11,37.8253,30.9486
D09A134,30.07.2015,0.11,37.8253,30.9486
D09A134,31.07.2015,0.11,37.8253,30.9486
D09A134,01.08.2015,0.11,37.8253,30.9486
D09A134,02.08.2015,0.11,37.8253,30.9486
D09A134,03.08.2015,0.07,37.8253,30.9486
D09A134,04.08.2015,0.11,37.8253,30.9486
D09A134,05.08.2015,0.07,37.8253,30.9486
D09A134,06.08.2015,0.11,37.8253,30.9486
D09A134,07.08.2015,0.11,37.8253,30.9486
D09A134,08.08.2015,0.11,37.8253,30.9486
D09A134,09.08.2015,0.11,37.8253,30.9486
D09A134,10.08.2015,0.15,37.8253,30.9486
D09A134,11.08.2015,0.15,37.8253,30.9486
D09A134,12.08.2015,0.15,37.8253,30.9486
D09A134,13.08.2015,0.15,37.8253,30.9486
D09A134,14.08.2015,0.11,37.8253,30.9486
D09A134,15.08.2015,0.11,37.8253,30.9486
D09A134,16.08.2015,0.11,37.8253,30.9486
D09A134,17.08.2015,0.11,37.8253,30.9486
D09A134,18.08.2015,0.07,37.8253,30.9486
D09A134,19.08.2015,0.07,37.8253,30.9486
D09A134,20.08.2015,0.07,37.8253,30.9486
D09A134,21.08.2015,0.07,37.8253,30.9486
D09A134,22.08.2015,0.07,37.8253,30.9486
D09A134,23.08.2015,0.07,37.8253,30.9486
D09A134,24.08.2015,0.04,37.8253,30.9486
D09A134,25.08.2015,0.04,37.8253,30.9486
D09A134,26.08.2015,0.04,37.8253,30.9486
D09A134,27.08.2015,0.04,37.8253,30.9486
D09A134,28.08.2015,0.04,37.8253,30.9486
D09A134,29.08.2015,0.04,37.8253,30.9486
D09A134,30.08.2015,0.07,37.8253,30.9486
D09A134,31.08.2015,0.07,37.8253,30.9486
D09A134,01.09.2015,0.07,37.8253,30.9486
D09A134,02.09.2015,0.07,37.8253,30.9486
D09A134,03.09.2015,0.04,37.8253,30.9486
D09A134,04.09.2015,0.04,37.8253,30.9486
D09A134,05.09.2015,0.07,37.8253,30.9486
D09A134,06.09.2015,0.07,37.8253,30.9486
D09A134,07.09.2015,0.07,37.8253,30.9486
D09A134,08.09.2015,0.04,37.8253,30.9486
D09A134,09.09.2015,0.04,37.8253,30.9486
D09A134,10.09.2015,0.04,37.8253,30.9486
D09A134,11.09.2015,0.026,37.8253,30.9486
D09A134,12.09.2015,0.026,37.8253,30.9486
D09A134,13.09.2015,0.026,37.8253,30.9486
D09A134,14.09.2015,0.026,37.8253,30.9486
D09A134,15.09.2015,0.026,37.8253,30.9486
D09A134,16.09.2015,0.026,37.8253,30.9486
D09A134,17.09.2015,0.026,37.8253,30.9486
D09A134,18.09.2015,0.026,37.8253,30.9486
D09A134,19.09.2015,0.026,37.8253,30.9486
D09A134,20.09.2015,0.026,37.8253,30.9486
D09A134,21.09.2015,0.026,37.8253,30.9486
D09A134,22.09.2015,0.026,37.8253,30.9486
D09A134,23.09.2015,0.026,37.8253,30.9486
D09A134,24.09.2015,0.04,37.8253,30.9486
D09A134,25.09.2015,0.04,37.8253,30.9486
D09A134,26.09.2015,0.04,37.8253,30.9486
D09A134,27.09.2015,0.04,37.8253,30.9486
D09A134,28.09.2015,0.07,37.8253,30.9486
D09A134,29.09.2015,0.07,37.8253,30.9486
D09A134,30.09.2015,0.04,37.8253,30.9486
