İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A086,15.11.2014,0.427,37.6231,31.1236
D09A086,16.11.2014,0.257,37.6231,31.1236
D09A086,17.11.2014,0.257,37.6231,31.1236
D09A086,18.11.2014,0.211,37.6231,31.1236
D09A086,19.11.2014,0.211,37.6231,31.1236
D09A086,20.11.2014,0.257,37.6231,31.1236
D09A086,21.11.2014,0.506,37.6231,31.1236
D09A086,22.11.2014,0.584,37.6231,31.1236
D09A086,23.11.2014,0.741,37.6231,31.1236
D09A086,24.11.2014,0.584,37.6231,31.1236
D09A086,25.11.2014,0.584,37.6231,31.1236
D09A086,26.11.2014,0.584,37.6231,31.1236
D09A086,27.11.2014,0.584,37.6231,31.1236
D09A086,28.11.2014,0.663,37.6231,31.1236
D09A086,29.11.2014,0.663,37.6231,31.1236
D09A086,30.11.2014,0.663,37.6231,31.1236
D09A086,01.12.2014,0.741,37.6231,31.1236
D09A086,02.12.2014,0.741,37.6231,31.1236
D09A086,03.12.2014,0.663,37.6231,31.1236
D09A086,04.12.2014,0.584,37.6231,31.1236
D09A086,05.12.2014,0.663,37.6231,31.1236
D09A086,06.12.2014,0.584,37.6231,31.1236
D09A086,07.12.2014,0.663,37.6231,31.1236
D09A086,08.12.2014,0.663,37.6231,31.1236
D09A086,09.12.2014,5.51,37.6231,31.1236
D09A086,10.12.2014,8.56,37.6231,31.1236
D09A086,11.12.2014,5.21,37.6231,31.1236
D09A086,12.12.2014,6.91,37.6231,31.1236
D09A086,13.12.2014,9.38,37.6231,31.1236
D09A086,14.12.2014,5.21,37.6231,31.1236
D09A086,15.12.2014,3.46,37.6231,31.1236
D09A086,16.12.2014,2.62,37.6231,31.1236
D09A086,17.12.2014,2.25,37.6231,31.1236
D09A086,18.12.2014,3.17,37.6231,31.1236
D09A086,19.12.2014,4.34,37.6231,31.1236
D09A086,20.12.2014,3.17,37.6231,31.1236
D09A086,21.12.2014,2.62,37.6231,31.1236
D09A086,22.12.2014,2.25,37.6231,31.1236
D09A086,23.12.2014,1.88,37.6231,31.1236
D09A086,24.12.2014,1.51,37.6231,31.1236
D09A086,25.12.2014,1.32,37.6231,31.1236
D09A086,26.12.2014,1.2,37.6231,31.1236
D09A086,27.12.2014,2.06,37.6231,31.1236
D09A086,28.12.2014,6.91,37.6231,31.1236
D09A086,29.12.2014,6.91,37.6231,31.1236
D09A086,30.12.2014,11.7,37.6231,31.1236
D09A086,31.12.2014,49.0,37.6231,31.1236
D09A086,01.01.2015,39.9,37.6231,31.1236
D09A086,02.01.2015,16.6,37.6231,31.1236
D09A086,03.01.2015,10.7,37.6231,31.1236
D09A086,04.01.2015,7.73,37.6231,31.1236
D09A086,05.01.2015,7.32,37.6231,31.1236
D09A086,06.01.2015,7.32,37.6231,31.1236
D09A086,07.01.2015,5.8,37.6231,31.1236
D09A086,08.01.2015,4.92,37.6231,31.1236
D09A086,09.01.2015,4.34,37.6231,31.1236
D09A086,10.01.2015,3.75,37.6231,31.1236
D09A086,11.01.2015,3.17,37.6231,31.1236
D09A086,12.01.2015,4.63,37.6231,31.1236
D09A086,13.01.2015,34.3,37.6231,31.1236
D09A086,14.01.2015,18.6,37.6231,31.1236
D09A086,15.01.2015,14.8,37.6231,31.1236
D09A086,16.01.2015,11.7,37.6231,31.1236
D09A086,17.01.2015,8.97,37.6231,31.1236
D09A086,18.01.2015,6.91,37.6231,31.1236
D09A086,19.01.2015,5.8,37.6231,31.1236
D09A086,20.01.2015,5.21,37.6231,31.1236
D09A086,21.01.2015,4.63,37.6231,31.1236
D09A086,22.01.2015,4.34,37.6231,31.1236
D09A086,23.01.2015,4.05,37.6231,31.1236
D09A086,24.01.2015,3.75,37.6231,31.1236
D09A086,25.01.2015,4.34,37.6231,31.1236
D09A086,26.01.2015,4.05,37.6231,31.1236
D09A086,27.01.2015,3.46,37.6231,31.1236
D09A086,28.01.2015,4.63,37.6231,31.1236
D09A086,29.01.2015,4.63,37.6231,31.1236
D09A086,30.01.2015,4.34,37.6231,31.1236
D09A086,31.01.2015,5.8,37.6231,31.1236
D09A086,01.02.2015,8.15,37.6231,31.1236
D09A086,02.02.2015,8.15,37.6231,31.1236
D09A086,03.02.2015,31.5,37.6231,31.1236
D09A086,04.02.2015,16.0,37.6231,31.1236
D09A086,05.02.2015,10.7,37.6231,31.1236
D09A086,06.02.2015,8.15,37.6231,31.1236
D09A086,07.02.2015,6.5,37.6231,31.1236
D09A086,08.02.2015,5.51,37.6231,31.1236
D09A086,09.02.2015,5.51,37.6231,31.1236
D09A086,10.02.2015,5.8,37.6231,31.1236
D09A086,11.02.2015,6.91,37.6231,31.1236
D09A086,12.02.2015,5.51,37.6231,31.1236
D09A086,13.02.2015,5.51,37.6231,31.1236
D09A086,14.02.2015,5.51,37.6231,31.1236
D09A086,15.02.2015,5.21,37.6231,31.1236
D09A086,16.02.2015,5.51,37.6231,31.1236
D09A086,17.02.2015,5.21,37.6231,31.1236
D09A086,18.02.2015,4.63,37.6231,31.1236
D09A086,19.02.2015,4.05,37.6231,31.1236
D09A086,20.02.2015,3.75,37.6231,31.1236
D09A086,21.02.2015,3.75,37.6231,31.1236
D09A086,22.02.2015,3.46,37.6231,31.1236
D09A086,23.02.2015,3.46,37.6231,31.1236
D09A086,24.02.2015,4.63,37.6231,31.1236
D09A086,25.02.2015,6.5,37.6231,31.1236
D09A086,26.02.2015,8.56,37.6231,31.1236
D09A086,27.02.2015,8.15,37.6231,31.1236
D09A086,28.02.2015,20.5,37.6231,31.1236
D09A086,01.03.2015,21.2,37.6231,31.1236
D09A086,02.03.2015,12.8,37.6231,31.1236
D09A086,03.03.2015,8.97,37.6231,31.1236
D09A086,04.03.2015,7.32,37.6231,31.1236
D09A086,05.03.2015,6.09,37.6231,31.1236
D09A086,06.03.2015,5.21,37.6231,31.1236
D09A086,07.03.2015,4.92,37.6231,31.1236
D09A086,08.03.2015,4.34,37.6231,31.1236
D09A086,09.03.2015,4.05,37.6231,31.1236
D09A086,10.03.2015,4.34,37.6231,31.1236
D09A086,11.03.2015,4.05,37.6231,31.1236
D09A086,12.03.2015,3.75,37.6231,31.1236
D09A086,13.03.2015,4.63,37.6231,31.1236
D09A086,14.03.2015,7.32,37.6231,31.1236
D09A086,15.03.2015,14.3,37.6231,31.1236
D09A086,16.03.2015,10.7,37.6231,31.1236
D09A086,17.03.2015,8.15,37.6231,31.1236
D09A086,18.03.2015,6.5,37.6231,31.1236
D09A086,19.03.2015,5.8,37.6231,31.1236
D09A086,20.03.2015,5.21,37.6231,31.1236
D09A086,21.03.2015,5.21,37.6231,31.1236
D09A086,22.03.2015,4.92,37.6231,31.1236
D09A086,23.03.2015,4.63,37.6231,31.1236
D09A086,24.03.2015,4.63,37.6231,31.1236
D09A086,25.03.2015,4.34,37.6231,31.1236
D09A086,26.03.2015,4.05,37.6231,31.1236
D09A086,27.03.2015,4.63,37.6231,31.1236
D09A086,28.03.2015,65.6,37.6231,31.1236
D09A086,29.03.2015,63.1,37.6231,31.1236
D09A086,30.03.2015,37.0,37.6231,31.1236
D09A086,31.03.2015,22.6,37.6231,31.1236
D09A086,01.04.2015,19.9,37.6231,31.1236
D09A086,02.04.2015,16.0,37.6231,31.1236
D09A086,03.04.2015,17.3,37.6231,31.1236
D09A086,04.04.2015,14.3,37.6231,31.1236
D09A086,05.04.2015,11.2,37.6231,31.1236
D09A086,06.04.2015,8.97,37.6231,31.1236
D09A086,07.04.2015,10.7,37.6231,31.1236
D09A086,08.04.2015,10.2,37.6231,31.1236
D09A086,09.04.2015,13.3,37.6231,31.1236
D09A086,10.04.2015,13.3,37.6231,31.1236
D09A086,11.04.2015,12.2,37.6231,31.1236
D09A086,12.04.2015,9.79,37.6231,31.1236
D09A086,13.04.2015,8.15,37.6231,31.1236
D09A086,14.04.2015,6.91,37.6231,31.1236
D09A086,15.04.2015,6.09,37.6231,31.1236
D09A086,16.04.2015,5.8,37.6231,31.1236
D09A086,17.04.2015,5.8,37.6231,31.1236
D09A086,18.04.2015,5.8,37.6231,31.1236
D09A086,19.04.2015,7.32,37.6231,31.1236
D09A086,20.04.2015,9.79,37.6231,31.1236
D09A086,21.04.2015,8.56,37.6231,31.1236
D09A086,22.04.2015,6.91,37.6231,31.1236
D09A086,23.04.2015,5.21,37.6231,31.1236
D09A086,24.04.2015,4.05,37.6231,31.1236
D09A086,25.04.2015,3.46,37.6231,31.1236
D09A086,26.04.2015,3.17,37.6231,31.1236
D09A086,27.04.2015,3.46,37.6231,31.1236
D09A086,28.04.2015,3.75,37.6231,31.1236
D09A086,29.04.2015,4.63,37.6231,31.1236
D09A086,30.04.2015,5.21,37.6231,31.1236
D09A086,01.05.2015,4.92,37.6231,31.1236
D09A086,02.05.2015,4.34,37.6231,31.1236
D09A086,03.05.2015,4.34,37.6231,31.1236
D09A086,04.05.2015,4.05,37.6231,31.1236
D09A086,05.05.2015,3.46,37.6231,31.1236
D09A086,06.05.2015,3.46,37.6231,31.1236
D09A086,07.05.2015,3.46,37.6231,31.1236
D09A086,08.05.2015,3.75,37.6231,31.1236
D09A086,09.05.2015,3.75,37.6231,31.1236
D09A086,10.05.2015,2.8,37.6231,31.1236
D09A086,11.05.2015,3.17,37.6231,31.1236
D09A086,12.05.2015,2.8,37.6231,31.1236
D09A086,13.05.2015,2.43,37.6231,31.1236
D09A086,14.05.2015,2.06,37.6231,31.1236
D09A086,15.05.2015,2.25,37.6231,31.1236
D09A086,16.05.2015,2.25,37.6231,31.1236
D09A086,17.05.2015,2.06,37.6231,31.1236
D09A086,18.05.2015,2.06,37.6231,31.1236
D09A086,19.05.2015,1.88,37.6231,31.1236
D09A086,20.05.2015,1.88,37.6231,31.1236
D09A086,21.05.2015,2.25,37.6231,31.1236
D09A086,22.05.2015,2.25,37.6231,31.1236
D09A086,23.05.2015,2.06,37.6231,31.1236
D09A086,24.05.2015,1.88,37.6231,31.1236
D09A086,25.05.2015,1.69,37.6231,31.1236
D09A086,26.05.2015,1.88,37.6231,31.1236
D09A086,27.05.2015,2.25,37.6231,31.1236
D09A086,28.05.2015,2.62,37.6231,31.1236
D09A086,29.05.2015,3.17,37.6231,31.1236
D09A086,30.05.2015,3.46,37.6231,31.1236
D09A086,31.05.2015,2.8,37.6231,31.1236
D09A086,01.06.2015,2.62,37.6231,31.1236
D09A086,02.06.2015,2.25,37.6231,31.1236
D09A086,03.06.2015,2.62,37.6231,31.1236
D09A086,04.06.2015,3.17,37.6231,31.1236
D09A086,05.06.2015,4.05,37.6231,31.1236
D09A086,06.06.2015,3.17,37.6231,31.1236
D09A086,07.06.2015,4.63,37.6231,31.1236
D09A086,08.06.2015,3.17,37.6231,31.1236
D09A086,09.06.2015,2.99,37.6231,31.1236
D09A086,10.06.2015,3.17,37.6231,31.1236
D09A086,11.06.2015,4.63,37.6231,31.1236
D09A086,12.06.2015,3.75,37.6231,31.1236
D09A086,13.06.2015,4.92,37.6231,31.1236
D09A086,14.06.2015,5.51,37.6231,31.1236
D09A086,15.06.2015,3.46,37.6231,31.1236
D09A086,16.06.2015,2.8,37.6231,31.1236
D09A086,17.06.2015,2.06,37.6231,31.1236
D09A086,18.06.2015,2.06,37.6231,31.1236
D09A086,19.06.2015,1.88,37.6231,31.1236
D09A086,20.06.2015,1.88,37.6231,31.1236
D09A086,21.06.2015,1.69,37.6231,31.1236
D09A086,22.06.2015,1.51,37.6231,31.1236
D09A086,23.06.2015,1.32,37.6231,31.1236
D09A086,24.06.2015,1.32,37.6231,31.1236
D09A086,25.06.2015,1.2,37.6231,31.1236
D09A086,26.06.2015,1.09,37.6231,31.1236
D09A086,27.06.2015,1.09,37.6231,31.1236
D09A086,28.06.2015,1.32,37.6231,31.1236
D09A086,29.06.2015,1.51,37.6231,31.1236
D09A086,30.06.2015,1.51,37.6231,31.1236
D09A086,01.07.2015,1.51,37.6231,31.1236
D09A086,02.07.2015,1.69,37.6231,31.1236
D09A086,03.07.2015,2.06,37.6231,31.1236
D09A086,04.07.2015,1.88,37.6231,31.1236
D09A086,05.07.2015,1.51,37.6231,31.1236
D09A086,06.07.2015,1.32,37.6231,31.1236
D09A086,07.07.2015,1.09,37.6231,31.1236
D09A086,08.07.2015,1.09,37.6231,31.1236
D09A086,09.07.2015,0.973,37.6231,31.1236
D09A086,10.07.2015,0.973,37.6231,31.1236
D09A086,11.07.2015,1.09,37.6231,31.1236
D09A086,12.07.2015,1.88,37.6231,31.1236
D09A086,13.07.2015,1.69,37.6231,31.1236
D09A086,14.07.2015,1.09,37.6231,31.1236
D09A086,15.07.2015,0.741,37.6231,31.1236
D09A086,16.07.2015,0.741,37.6231,31.1236
D09A086,17.07.2015,0.663,37.6231,31.1236
D09A086,18.07.2015,0.663,37.6231,31.1236
D09A086,19.07.2015,0.584,37.6231,31.1236
D09A086,20.07.2015,0.506,37.6231,31.1236
D09A086,21.07.2015,0.506,37.6231,31.1236
D09A086,22.07.2015,0.506,37.6231,31.1236
D09A086,23.07.2015,0.506,37.6231,31.1236
D09A086,24.07.2015,0.427,37.6231,31.1236
D09A086,25.07.2015,0.427,37.6231,31.1236
D09A086,26.07.2015,0.506,37.6231,31.1236
D09A086,27.07.2015,0.584,37.6231,31.1236
D09A086,28.07.2015,0.663,37.6231,31.1236
D09A086,29.07.2015,0.663,37.6231,31.1236
D09A086,30.07.2015,0.584,37.6231,31.1236
D09A086,31.07.2015,0.506,37.6231,31.1236
D09A086,01.08.2015,0.506,37.6231,31.1236
D09A086,02.08.2015,0.427,37.6231,31.1236
D09A086,03.08.2015,0.427,37.6231,31.1236
D09A086,04.08.2015,0.506,37.6231,31.1236
D09A086,05.08.2015,0.506,37.6231,31.1236
D09A086,06.08.2015,0.663,37.6231,31.1236
D09A086,07.08.2015,0.857,37.6231,31.1236
D09A086,08.08.2015,0.741,37.6231,31.1236
D09A086,09.08.2015,0.741,37.6231,31.1236
D09A086,10.08.2015,0.741,37.6231,31.1236
D09A086,11.08.2015,0.741,37.6231,31.1236
D09A086,12.08.2015,0.741,37.6231,31.1236
D09A086,13.08.2015,0.741,37.6231,31.1236
D09A086,14.08.2015,0.663,37.6231,31.1236
D09A086,15.08.2015,0.584,37.6231,31.1236
D09A086,16.08.2015,0.584,37.6231,31.1236
D09A086,17.08.2015,0.506,37.6231,31.1236
D09A086,18.08.2015,0.506,37.6231,31.1236
D09A086,19.08.2015,0.427,37.6231,31.1236
D09A086,20.08.2015,0.427,37.6231,31.1236
D09A086,21.08.2015,0.427,37.6231,31.1236
D09A086,22.08.2015,0.427,37.6231,31.1236
D09A086,23.08.2015,0.427,37.6231,31.1236
D09A086,24.08.2015,0.427,37.6231,31.1236
D09A086,25.08.2015,0.427,37.6231,31.1236
D09A086,26.08.2015,0.427,37.6231,31.1236
D09A086,27.08.2015,0.427,37.6231,31.1236
D09A086,28.08.2015,0.427,37.6231,31.1236
D09A086,29.08.2015,0.427,37.6231,31.1236
D09A086,30.08.2015,0.427,37.6231,31.1236
D09A086,31.08.2015,0.427,37.6231,31.1236
D09A086,01.09.2015,0.349,37.6231,31.1236
D09A086,02.09.2015,0.349,37.6231,31.1236
D09A086,03.09.2015,0.257,37.6231,31.1236
D09A086,04.09.2015,0.257,37.6231,31.1236
D09A086,05.09.2015,0.257,37.6231,31.1236
D09A086,06.09.2015,0.257,37.6231,31.1236
D09A086,07.09.2015,0.257,37.6231,31.1236
D09A086,08.09.2015,0.257,37.6231,31.1236
D09A086,09.09.2015,0.257,37.6231,31.1236
D09A086,10.09.2015,0.257,37.6231,31.1236
D09A086,11.09.2015,0.257,37.6231,31.1236
D09A086,12.09.2015,0.211,37.6231,31.1236
D09A086,13.09.2015,0.211,37.6231,31.1236
D09A086,14.09.2015,0.211,37.6231,31.1236
D09A086,15.09.2015,0.211,37.6231,31.1236
D09A086,16.09.2015,0.211,37.6231,31.1236
D09A086,17.09.2015,0.211,37.6231,31.1236
D09A086,18.09.2015,0.257,37.6231,31.1236
D09A086,19.09.2015,0.211,37.6231,31.1236
D09A086,20.09.2015,0.349,37.6231,31.1236
D09A086,21.09.2015,0.857,37.6231,31.1236
D09A086,22.09.2015,0.973,37.6231,31.1236
D09A086,23.09.2015,1.2,37.6231,31.1236
D09A086,24.09.2015,1.2,37.6231,31.1236
D09A086,25.09.2015,1.2,37.6231,31.1236
D09A086,26.09.2015,1.09,37.6231,31.1236
D09A086,27.09.2015,0.857,37.6231,31.1236
D09A086,28.09.2015,0.973,37.6231,31.1236
D09A086,29.09.2015,0.857,37.6231,31.1236
D09A086,30.09.2015,1.09,37.6231,31.1236
