İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
E09A021,17.03.2015,12.1,37.5217,31.2025
E09A021,18.03.2015,10.1,37.5217,31.2025
E09A021,19.03.2015,9.1,37.5217,31.2025
E09A021,20.03.2015,8.1,37.5217,31.2025
E09A021,21.03.2015,7.6,37.5217,31.2025
E09A021,22.03.2015,7.16,37.5217,31.2025
E09A021,23.03.2015,6.94,37.5217,31.2025
E09A021,24.03.2015,6.72,37.5217,31.2025
E09A021,25.03.2015,6.5,37.5217,31.2025
E09A021,26.03.2015,6.5,37.5217,31.2025
E09A021,27.03.2015,8.85,37.5217,31.2025
E09A021,28.03.2015,57.5,37.5217,31.2025
E09A021,29.03.2015,41.3,37.5217,31.2025
E09A021,30.03.2015,30.0,37.5217,31.2025
E09A021,31.03.2015,21.1,37.5217,31.2025
E09A021,01.04.2015,19.8,37.5217,31.2025
E09A021,02.04.2015,18.1,37.5217,31.2025
E09A021,03.04.2015,16.0,37.5217,31.2025
E09A021,04.04.2015,14.7,37.5217,31.2025
E09A021,05.04.2015,14.0,37.5217,31.2025
E09A021,06.04.2015,13.7,37.5217,31.2025
E09A021,07.04.2015,13.3,37.5217,31.2025
E09A021,08.04.2015,13.0,37.5217,31.2025
E09A021,09.04.2015,16.3,37.5217,31.2025
E09A021,10.04.2015,16.0,37.5217,31.2025
E09A021,11.04.2015,14.0,37.5217,31.2025
E09A021,12.04.2015,12.7,37.5217,31.2025
E09A021,13.04.2015,11.8,37.5217,31.2025
E09A021,14.04.2015,11.0,37.5217,31.2025
E09A021,15.04.2015,10.7,37.5217,31.2025
E09A021,16.04.2015,10.1,37.5217,31.2025
E09A021,17.04.2015,10.4,37.5217,31.2025
E09A021,18.04.2015,11.3,37.5217,31.2025
E09A021,19.04.2015,12.1,37.5217,31.2025
E09A021,20.04.2015,13.0,37.5217,31.2025
E09A021,21.04.2015,12.7,37.5217,31.2025
E09A021,22.04.2015,11.8,37.5217,31.2025
E09A021,23.04.2015,10.4,37.5217,31.2025
E09A021,24.04.2015,9.1,37.5217,31.2025
E09A021,25.04.2015,8.6,37.5217,31.2025
E09A021,26.04.2015,8.6,37.5217,31.2025
E09A021,27.04.2015,8.6,37.5217,31.2025
E09A021,28.04.2015,9.35,37.5217,31.2025
E09A021,29.04.2015,10.7,37.5217,31.2025
E09A021,30.04.2015,11.3,37.5217,31.2025
E09A021,01.05.2015,12.7,37.5217,31.2025
E09A021,02.05.2015,12.4,37.5217,31.2025
E09A021,03.05.2015,17.7,37.5217,31.2025
E09A021,04.05.2015,17.7,37.5217,31.2025
E09A021,05.05.2015,17.4,37.5217,31.2025
E09A021,06.05.2015,24.0,37.5217,31.2025
E09A021,07.05.2015,17.0,37.5217,31.2025
E09A021,08.05.2015,17.0,37.5217,31.2025
E09A021,09.05.2015,17.4,37.5217,31.2025
E09A021,10.05.2015,17.0,37.5217,31.2025
