İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A065,14.05.2015,0.502,38.3942,31.1269
D09A065,15.05.2015,0.592,38.3942,31.1269
D09A065,16.05.2015,0.418,38.3942,31.1269
D09A065,17.05.2015,0.418,38.3942,31.1269
D09A065,18.05.2015,0.418,38.3942,31.1269
D09A065,19.05.2015,0.418,38.3942,31.1269
D09A065,20.05.2015,0.418,38.3942,31.1269
D09A065,21.05.2015,0.344,38.3942,31.1269
D09A065,22.05.2015,0.344,38.3942,31.1269
D09A065,23.05.2015,0.344,38.3942,31.1269
D09A065,24.05.2015,0.278,38.3942,31.1269
D09A065,25.05.2015,0.278,38.3942,31.1269
D09A065,26.05.2015,0.278,38.3942,31.1269
D09A065,27.05.2015,0.278,38.3942,31.1269
D09A065,28.05.2015,0.502,38.3942,31.1269
D09A065,29.05.2015,0.592,38.3942,31.1269
D09A065,30.05.2015,0.418,38.3942,31.1269
D09A065,31.05.2015,0.223,38.3942,31.1269
D09A065,01.06.2015,0.171,38.3942,31.1269
D09A065,02.06.2015,0.131,38.3942,31.1269
D09A065,03.06.2015,0.131,38.3942,31.1269
D09A065,04.06.2015,0.131,38.3942,31.1269
D09A065,05.06.2015,0.131,38.3942,31.1269
D09A065,06.06.2015,0.131,38.3942,31.1269
D09A065,07.06.2015,0.131,38.3942,31.1269
D09A065,08.06.2015,0.171,38.3942,31.1269
D09A065,09.06.2015,0.278,38.3942,31.1269
D09A065,10.06.2015,0.688,38.3942,31.1269
D09A065,11.06.2015,0.798,38.3942,31.1269
D09A065,12.06.2015,1.17,38.3942,31.1269
D09A065,13.06.2015,0.91,38.3942,31.1269
D09A065,14.06.2015,0.798,38.3942,31.1269
D09A065,15.06.2015,0.688,38.3942,31.1269
D09A065,16.06.2015,0.592,38.3942,31.1269
D09A065,17.06.2015,0.592,38.3942,31.1269
D09A065,18.06.2015,0.344,38.3942,31.1269
D09A065,19.06.2015,0.171,38.3942,31.1269
D09A065,20.06.2015,0.171,38.3942,31.1269
D09A065,21.06.2015,0.171,38.3942,31.1269
D09A065,22.06.2015,0.171,38.3942,31.1269
D09A065,23.06.2015,0.171,38.3942,31.1269
D09A065,24.06.2015,0.171,38.3942,31.1269
D09A065,25.06.2015,0.171,38.3942,31.1269
D09A065,26.06.2015,0.171,38.3942,31.1269
D09A065,27.06.2015,0.171,38.3942,31.1269
