İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A057,30.10.2014,0.032,38.2994,30.9547
D09A057,01.12.2014,0.001,38.2994,30.9547
D09A057,02.12.2014,0.057,38.2994,30.9547
D09A057,10.12.2014,0.208,38.2994,30.9547
D09A057,11.12.2014,0.057,38.2994,30.9547
D09A057,12.12.2014,0.057,38.2994,30.9547
D09A057,13.12.2014,0.143,38.2994,30.9547
D09A057,14.12.2014,0.032,38.2994,30.9547
D09A057,19.12.2014,0.015,38.2994,30.9547
D09A057,30.12.2014,0.015,38.2994,30.9547
D09A057,31.12.2014,0.524,38.2994,30.9547
D09A057,01.01.2015,0.64,38.2994,30.9547
D09A057,02.01.2015,0.29,38.2994,30.9547
D09A057,03.01.2015,0.29,38.2994,30.9547
D09A057,04.01.2015,0.143,38.2994,30.9547
D09A057,05.01.2015,0.143,38.2994,30.9547
D09A057,06.01.2015,0.407,38.2994,30.9547
D09A057,07.01.2015,0.407,38.2994,30.9547
D09A057,08.01.2015,0.407,38.2994,30.9547
D09A057,09.01.2015,0.407,38.2994,30.9547
D09A057,10.01.2015,0.407,38.2994,30.9547
D09A057,11.01.2015,0.407,38.2994,30.9547
D09A057,12.01.2015,0.407,38.2994,30.9547
D09A057,13.01.2015,0.874,38.2994,30.9547
D09A057,14.01.2015,0.407,38.2994,30.9547
D09A057,15.01.2015,0.29,38.2994,30.9547
D09A057,16.01.2015,0.143,38.2994,30.9547
D09A057,17.01.2015,0.208,38.2994,30.9547
D09A057,18.01.2015,0.208,38.2994,30.9547
D09A057,19.01.2015,0.208,38.2994,30.9547
D09A057,20.01.2015,0.208,38.2994,30.9547
D09A057,21.01.2015,0.208,38.2994,30.9547
D09A057,22.01.2015,0.208,38.2994,30.9547
D09A057,23.01.2015,0.29,38.2994,30.9547
D09A057,24.01.2015,0.29,38.2994,30.9547
D09A057,25.01.2015,0.29,38.2994,30.9547
D09A057,26.01.2015,0.208,38.2994,30.9547
D09A057,27.01.2015,0.208,38.2994,30.9547
D09A057,28.01.2015,0.29,38.2994,30.9547
D09A057,29.01.2015,0.208,38.2994,30.9547
D09A057,30.01.2015,0.208,38.2994,30.9547
D09A057,31.01.2015,0.208,38.2994,30.9547
D09A057,01.02.2015,0.524,38.2994,30.9547
D09A057,02.02.2015,0.64,38.2994,30.9547
D09A057,03.02.2015,0.874,38.2994,30.9547
D09A057,04.02.2015,0.757,38.2994,30.9547
D09A057,05.02.2015,0.64,38.2994,30.9547
D09A057,06.02.2015,0.64,38.2994,30.9547
D09A057,07.02.2015,0.64,38.2994,30.9547
D09A057,08.02.2015,0.64,38.2994,30.9547
