İstasyon,Tarih,Akım (m³/s),Enlem,Boylam
D09A075,18.07.2015,0.4,38.13,30.9906
D09A075,19.07.2015,0.36,38.13,30.9906
D09A075,20.07.2015,0.32,38.13,30.9906
D09A075,21.07.2015,0.28,38.13,30.9906
D09A075,22.07.2015,0.248,38.13,30.9906
D09A075,23.07.2015,0.215,38.13,30.9906
D09A075,24.07.2015,0.185,38.13,30.9906
D09A075,25.07.2015,0.185,38.13,30.9906
D09A075,26.07.2015,0.16,38.13,30.9906
D09A075,27.07.2015,0.135,38.13,30.9906
D09A075,28.07.2015,0.135,38.13,30.9906
D09A075,29.07.2015,0.113,38.13,30.9906
D09A075,30.07.2015,0.113,38.13,30.9906
D09A075,31.07.2015,0.113,38.13,30.9906
D09A075,01.08.2015,0.113,38.13,30.9906
D09A075,02.08.2015,0.113,38.13,30.9906
D09A075,03.08.2015,0.215,38.13,30.9906
D09A075,04.08.2015,0.28,38.13,30.9906
D09A075,05.08.2015,0.36,38.13,30.9906
D09A075,06.08.2015,0.4,38.13,30.9906
D09A075,07.08.2015,0.4,38.13,30.9906
D09A075,08.08.2015,0.44,38.13,30.9906
D09A075,09.08.2015,0.5,38.13,30.9906
D09A075,10.08.2015,1.18,38.13,30.9906
D09A075,11.08.2015,1.35,38.13,30.9906
D09A075,12.08.2015,1.35,38.13,30.9906
D09A075,13.08.2015,1.18,38.13,30.9906
D09A075,14.08.2015,1.0,38.13,30.9906
D09A075,15.08.2015,0.66,38.13,30.9906
D09A075,16.08.2015,0.16,38.13,30.9906
D09A075,17.08.2015,0.113,38.13,30.9906
D09A075,18.08.2015,0.185,38.13,30.9906
D09A075,19.08.2015,0.32,38.13,30.9906
D09A075,20.08.2015,0.215,38.13,30.9906
D09A075,21.08.2015,0.135,38.13,30.9906
D09A075,22.08.2015,0.094,38.13,30.9906
D09A075,23.08.2015,0.06,38.13,30.9906
D09A075,24.08.2015,0.06,38.13,30.9906
D09A075,25.08.2015,0.113,38.13,30.9906
D09A075,26.08.2015,0.16,38.13,30.9906
D09A075,27.08.2015,0.094,38.13,30.9906
D09A075,28.08.2015,0.076,38.13,30.9906
D09A075,29.08.2015,0.113,38.13,30.9906
D09A075,30.08.2015,0.113,38.13,30.9906
D09A075,31.08.2015,0.135,38.13,30.9906
D09A075,01.09.2015,0.16,38.13,30.9906
D09A075,02.09.2015,0.16,38.13,30.9906
D09A075,03.09.2015,0.135,38.13,30.9906
D09A075,04.09.2015,0.135,38.13,30.9906
D09A075,05.09.2015,0.113,38.13,30.9906
D09A075,06.09.2015,0.185,38.13,30.9906
D09A075,07.09.2015,0.5,38.13,30.9906
D09A075,08.09.2015,0.54,38.13,30.9906
D09A075,09.09.2015,0.5,38.13,30.9906
D09A075,10.09.2015,0.32,38.13,30.9906
D09A075,11.09.2015,0.215,38.13,30.9906
D09A075,12.09.2015,0.185,38.13,30.9906
D09A075,13.09.2015,0.16,38.13,30.9906
D09A075,14.09.2015,0.16,38.13,30.9906
D09A075,15.09.2015,0.16,38.13,30.9906
D09A075,16.09.2015,0.135,38.13,30.9906
D09A075,17.09.2015,0.135,38.13,30.9906
D09A075,18.09.2015,0.135,38.13,30.9906
D09A075,19.09.2015,0.113,38.13,30.9906
D09A075,20.09.2015,0.094,38.13,30.9906
D09A075,21.09.2015,0.113,38.13,30.9906
D09A075,22.09.2015,0.4,38.13,30.9906
D09A075,23.09.2015,0.72,38.13,30.9906
D09A075,24.09.2015,0.86,38.13,30.9906
D09A075,25.09.2015,0.79,38.13,30.9906
D09A075,26.09.2015,0.79,38.13,30.9906
D09A075,27.09.2015,0.79,38.13,30.9906
D09A075,28.09.2015,0.79,38.13,30.9906
D09A075,29.09.2015,0.44,38.13,30.9906
D09A075,30.09.2015,0.32,38.13,30.9906
